=== Using options:--aggressive-branch-removal
0000000000425099: warning: Unable to resolve imported reference sigaltstack.
0000000000434491: warning: Unable to resolve imported reference __xstat64.
0000000000423940: warning: Unable to resolve imported reference __sigsetjmp.
0000000000434716: warning: Unable to resolve imported reference __xstat64.
0000000000408CF0: warning: Unable to resolve imported reference log10.
0000000000408E40: warning: Unable to resolve imported reference ceil.
00000000004094D0: warning: Unable to resolve imported reference acos.
0000000000409B6B: warning: Unable to resolve imported reference caml_young_limit.
0000000000409B83: warning: Unable to resolve imported reference caml_curry9_6.
0000000000424D6E: warning: Unable to resolve imported reference sigdelset.
000000000040B207: warning: Unable to resolve imported reference unix_sigsuspend.
000000000040FBA7: warning: Unable to resolve imported reference caml_input_value.
0000000000409820: warning: Unable to resolve imported reference __gmon_start__.
00000000004344FB: warning: Unable to resolve imported reference readdir64.
0000000000434560: warning: Unable to resolve imported reference readdir64.
000000000042FD76: warning: Unable to resolve imported reference __xstat64.
000000000042FD14: warning: Unable to resolve imported reference rename.
000000000042FCF4: warning: Unable to resolve imported reference chdir.
000000000042FC18: warning: Unable to resolve imported reference system.
000000000042F922: warning: Unable to resolve imported reference __xstat64.
000000000042F89C: warning: Unable to resolve imported reference getrusage.
000000000042F861: warning: Unable to resolve imported reference getppid.
000000000042CA50: warning: Unable to resolve imported reference lseek64.
000000000042C8D0: warning: Unable to resolve imported reference lseek64.
000000000042BA5A: warning: Unable to resolve imported reference lseek64.
000000000042BA70: warning: Unable to resolve imported reference lseek64.
000000000042B8CD: warning: Unable to resolve imported reference lseek64.
000000000042A9B6: warning: Unable to resolve imported reference strtod.
000000000042A89D: warning: Unable to resolve imported reference strtod.
000000000042A788: warning: Unable to resolve imported reference exp.
000000000042A768: warning: Unable to resolve imported reference floor.
000000000042A703: warning: Unexpected 4 fstsw mask for jnz mnemonic.
000000000042A744: warning: Unable to resolve imported reference fmod.
000000000042A68E: warning: Unable to resolve imported reference frexp.
000000000042A5E0: warning: Unable to resolve imported reference ldexp.
000000000042A5B8: warning: Unable to resolve imported reference log.
000000000042A598: warning: Unable to resolve imported reference log10.
000000000042A517: warning: Unable to resolve imported reference modf.
